battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
1747,1,0.9,0,6,1,48000 MB,0.7,94,3,19,947,1131,2362MB,17,2,19,1,1,0,"13,089 MXN",
1172,1,2.1,1,4,0,41 GB,0.1,95,3,7,1314,1884,1107MB,7,3,5,0,0,no,"$23,089 MXN",
1128,1,1.4,0,12,0,53000 MB,0.4,84,5,14,609,1370,2982MB,14,9,12,1,1,no,"13,049 pesos",
664,0,1.2,1,0,0,28 MB,0.9,106,5,5,754,1497,2042MB,17,15,19,1,1,no,"USD 44,099",
513,1,0.5,0,6,1,44000 MB,0.1,186,4,12,619,867,1343MB,5,1,9,1,1,0,"USD 11,000",
1742,0,2.3,1,9,1,43 GB,0.4,170,7,12,453,681,2610MB,12,3,10,1,0,yes,49000 MXN,
1512,1,1.7,0,12,0,6144 MB,0.7,162,7,17,205,884,2335MB,15,7,7,1,1,1,28100 USD,
1986,0,0.5,1,3,1,51 GB,0.1,165,8,20,282,1358,1614MB,17,12,3,1,1,1,"12,089 MXN",
965,1,1.5,1,5,0,13GB,1,109,2,14,130,998,1138MB,9,8,10,0,1,0,"48,089 pesos",
1067,1,2.4,1,3,1,40960 MB,0.6,122,8,15,494,1989,604MB,16,14,11,1,0,0,"$40,000 MXN",
1583,1,1.6,0,5,1,43008 MB,0.8,118,3,10,275,862,3652MB,14,10,9,1,0,no,"11,049 pesos",
1653,0,0.5,1,2,1,37888 MB,0.9,176,4,6,447,1785,3955MB,19,4,18,1,1,yes,"5,000 MXN",
1433,0,1.6,0,7,0,4096 MB,0.7,133,8,11,281,799,258MB,11,9,4,1,1,1,EUR 30100,
765,0,2.9,0,0,1,18432 MB,0.1,153,7,0,6,793,1066MB,11,1,16,1,1,no,40100 MXN,
1845,1,0.5,1,10,0,61000 MB,0.3,96,1,12,292,695,1731MB,9,5,6,0,0,No,"$19,000 ",
752,0,0.5,1,1,0,49152 MB,0.7,87,7,13,164,728,3860MB,7,5,16,0,0,0,9100 MXN,
1948,0,2.8,1,8,0,16GB,0.1,100,5,10,631,1940,3630MB,9,7,17,0,1,0,"9,089 pesos",
1077,0,2.5,1,0,1,45 MB,1,174,3,4,897,1304,1965MB,6,2,6,1,1,no,"$33,089 MXN",
932,1,0.5,0,1,1,60 GB,0.7,104,4,2,268,1078,1459MB,6,1,19,1,1,no,"16,099 pesos",
1968,0,0.9,0,0,0,22GB,0.8,115,3,7,861,1259,2323MB,9,8,7,0,0,yes,"$5,000 ",
1122,0,1.2,0,9,0,2048 MB,0.6,120,4,14,331,790,3291MB,11,2,13,1,1,Yes,"$21,049 ",
1588,0,0.5,0,0,1,62464 MB,0.8,159,1,13,1064,1594,3272MB,18,0,17,1,1,no,"50,089 MXN",
601,0,2.1,0,4,0,26 MB,0.3,101,4,18,509,548,918MB,9,1,12,0,0,no,"$22,000 MXN",
1615,0,0.5,0,14,0,15 GB,0.1,132,4,16,622,1256,3488MB,16,2,3,0,0,yes,"$33,099 ",
1589,1,2.2,1,2,0,59392 MB,0.1,128,4,4,957,1911,3961MB,16,14,14,1,0,yes,"$10,100 ",
1417,1,2.7,0,2,1,57344 MB,0.9,114,6,4,494,1649,590MB,11,3,6,1,0,yes,"$47,000 ",
1697,1,0.7,0,1,1,34816 MB,0.1,95,1,3,236,1264,3701MB,15,9,8,1,1,0,"USD 37,089",
1330,1,1.3,1,14,0,3 GB,0.3,83,5,17,980,1262,463MB,14,6,11,0,0,1,27000 MXN,
1476,0,0.5,0,0,1,44032 MB,0.7,148,2,2,1789,1972,3644MB,15,10,6,1,0,1,"USD 3,099",
1579,1,1.5,0,0,0,27000 MB,0.2,142,6,18,831,1484,1713MB,16,4,10,1,1,1,"22,099 pesos",
1277,0,3,0,0,1,41GB,0.3,200,4,3,902,1090,429MB,9,4,14,1,1,1,"27,099 MXN",
1089,1,0.9,1,12,1,2048 MB,0.7,145,5,15,636,1259,2765MB,13,12,10,1,0,1,"$9,099 MXN",
1663,1,2.5,1,13,1,27648 MB,0.3,169,4,14,831,1439,2084MB,7,1,18,1,0,no,"22,049 pesos",
1949,0,1.8,0,0,0,20480 MB,0.8,186,5,4,518,592,1125MB,17,10,9,0,0,0,"USD 31,089",
1138,0,1.1,0,5,1,49152 MB,0.6,109,3,14,233,1777,2048MB,6,0,18,1,1,yes,"$29,000 ",
685,0,2.7,0,7,0,17 MB,0.3,174,6,20,725,870,1223MB,8,0,18,1,0,1,"$29,100 ",
1889,0,2.8,0,5,1,31GB,1,132,1,10,170,1106,3672MB,5,1,3,1,1,1,"7,099 MXN",
857,1,2,1,3,0,17 GB,0.2,195,7,9,157,948,3100MB,17,5,13,1,1,0,"$49,089 ",
1902,0,2.8,1,6,0,50000 MB,0.8,124,8,9,1142,1393,343MB,11,8,18,0,1,0,"USD 23,049",
1225,1,2.4,0,0,0,15360 MB,0.1,155,5,0,840,982,1970MB,16,8,15,1,1,0,"$34,000 ",
1066,0,1.6,0,5,0,39936 MB,0.6,131,5,17,401,1586,2728MB,6,0,17,1,1,1,34000 USD,
1554,1,0.5,1,11,0,5GB,1,124,3,12,395,1579,3635MB,7,4,18,0,0,no,"$24,049 ",
1337,0,0.5,0,13,0,31 MB,0.8,186,2,20,48,644,2180MB,7,4,16,1,0,Yes,"8,049 MXN",
1926,1,1.7,1,1,1,33792 MB,0.4,172,3,2,982,1157,2488MB,6,1,14,1,0,0,"14,049 pesos",
869,0,1.3,1,3,0,34000 MB,0.1,104,2,4,478,539,3864MB,13,3,11,1,0,0,"$11,000 ",
1278,1,0.5,1,1,0,54 GB,0.1,104,8,16,581,750,1155MB,7,1,20,0,0,1,EUR 42100,
1773,1,2.5,0,16,1,32GB,0.6,170,6,18,1215,1472,3566MB,17,6,13,1,0,yes,"50,099 pesos",
1661,1,0.8,1,1,1,6144 MB,1,109,7,2,594,1337,864MB,9,8,2,1,0,Yes,43100 USD,
1438,0,2.2,0,0,1,32 MB,0.6,176,7,6,683,1663,869MB,19,13,9,1,1,1,"USD 11,099",
1661,1,1.4,0,0,0,29 GB,0.3,119,2,0,536,861,591MB,9,2,9,1,1,1,"32,099 MXN",
1846,1,0.6,0,1,0,19456 MB,0.7,159,1,2,83,773,1333MB,15,6,11,0,1,yes,19000 USD,
1260,1,2,1,2,1,23GB,0.2,123,7,10,905,1313,2208MB,12,11,10,1,0,yes,"34,000 MXN",
512,1,0.5,1,7,0,15000 MB,0.9,83,3,15,249,1849,2610MB,18,14,15,0,1,yes,"$31,099 MXN",
581,0,2.2,0,0,0,59 MB,0.7,185,5,6,803,1613,2819MB,19,17,9,0,0,1,"5,089 MXN",
1872,1,2.3,0,6,0,44 MB,0.7,134,3,15,459,1259,1955MB,9,4,15,1,0,yes,"6,000 pesos",
687,1,1.3,0,9,1,50 MB,0.6,151,4,20,584,1151,3416MB,14,6,8,1,1,no,EUR 40100,
1062,1,2.5,1,6,0,10 MB,0.9,160,1,13,1596,1807,3803MB,7,3,16,0,0,yes,EUR 39000,
1678,1,2.3,1,11,0,7 MB,0.5,192,1,14,418,1763,574MB,5,3,19,1,0,0,38000 USD,
1417,1,0.5,0,10,1,46080 MB,0.9,166,4,19,364,1029,2129MB,13,9,12,1,0,yes,"$40,100 ",
1074,0,2.4,1,2,1,9216 MB,0.9,103,6,14,946,952,1948MB,13,1,18,1,1,Yes,EUR 11000,
1832,0,0.7,0,2,0,2 MB,0.6,90,7,6,186,654,2978MB,18,7,18,0,0,No,"USD 8,089",
1039,0,1.3,0,0,1,12GB,0.8,200,8,0,1428,1827,1619MB,7,1,10,1,1,1,"$34,049 MXN",
1059,0,2.4,0,8,0,62464 MB,0.1,134,3,18,1613,1916,3716MB,15,13,11,1,1,0,EUR 17100,
1606,0,1.4,0,3,0,57 GB,0.1,154,4,4,1127,1924,3454MB,13,8,20,0,0,yes,35000 USD,
1928,1,1.8,0,9,1,19 GB,1,187,3,20,691,1580,3777MB,7,2,13,1,1,Yes,25100 MXN,
1875,1,0.5,1,11,1,55000 MB,0.7,91,1,17,1802,1942,2712MB,7,2,6,1,0,yes,"28,089 pesos",
1128,1,1.1,0,9,1,46 MB,0.9,135,8,10,751,1582,1434MB,5,0,11,1,0,0,"USD 5,089",
1748,0,1.7,1,6,1,14336 MB,0.5,146,3,7,859,1234,3968MB,16,12,3,1,0,yes,"$23,000 ",
1413,0,0.5,1,5,0,52224 MB,0.3,117,5,11,187,517,3383MB,16,5,2,0,0,0,"45,099 MXN",
825,0,0.5,1,0,1,23000 MB,0.1,86,2,0,206,1917,3278MB,8,6,2,1,0,1,18000 USD,
1589,1,1.4,0,3,1,26624 MB,0.1,100,8,16,1673,1759,3970MB,16,8,18,1,0,1,7000 USD,
535,1,0.5,1,8,1,54000 MB,0.5,145,8,15,710,939,2674MB,14,8,10,1,0,no,"$21,099 ",
1780,1,0.5,0,6,0,27GB,0.1,190,4,11,1331,1463,2776MB,19,17,14,1,1,yes,"40,000 MXN",
1671,0,0.6,1,7,1,61 GB,0.1,129,2,11,263,848,2336MB,10,4,7,1,0,0,37100 USD,
1821,0,0.9,0,9,1,12288 MB,0.3,114,1,18,97,1803,2430MB,7,4,6,1,1,yes,10000 MXN,
1076,1,2.6,0,3,1,38GB,0.7,119,6,8,129,915,891MB,18,3,9,1,1,No,"$34,089 MXN",
532,1,0.8,1,3,0,8 MB,0.1,193,5,10,1213,1354,728MB,13,5,8,1,1,0,"$25,089 ",
777,1,2.6,0,3,0,30 MB,0.9,148,5,17,189,1143,3886MB,14,10,7,1,0,no,EUR 15090,
1217,1,0.5,0,3,0,17 MB,0.5,182,4,13,628,632,1711MB,7,3,9,1,0,1,"$14,049 ",
1656,1,1.6,1,0,0,16 MB,1,117,7,2,320,899,2856MB,14,3,20,1,1,1,"11,000 MXN",
1185,0,1.9,0,0,0,31744 MB,0.4,152,8,7,837,1642,2447MB,16,2,3,1,1,1,8000 USD,
577,0,2.4,0,8,1,37888 MB,0.9,161,6,20,1087,1450,814MB,11,7,19,1,1,yes,"41,049 pesos",
737,1,2.4,1,7,0,49 GB,0.6,193,4,16,781,1463,2951MB,7,0,10,0,1,0,"$26,049 ",
704,0,2.2,1,4,0,53000 MB,0.2,186,6,6,251,1013,3653MB,7,1,15,1,1,1,EUR 13000,
525,1,0.5,1,5,0,52224 MB,0.5,137,8,11,262,1587,1891MB,18,3,12,0,1,0,4100 USD,
504,1,0.5,1,5,0,16000 MB,0.1,166,1,9,767,1665,701MB,17,15,15,1,0,Yes,EUR 45000,
793,0,1.2,1,1,1,38GB,0.6,176,4,7,1226,1815,3139MB,6,1,12,1,1,1,EUR 41090,
569,0,0.6,1,2,0,39000 MB,0.1,184,8,9,389,739,2811MB,7,6,7,1,0,Yes,"16,049 MXN",
1590,0,1.9,1,3,1,21000 MB,1,160,5,18,920,963,1701MB,11,4,4,1,0,Yes,32000 USD,
707,0,0.5,0,0,1,16 GB,0.1,194,2,0,1027,1508,1853MB,17,14,12,1,1,1,EUR 45100,
767,0,1.9,0,16,1,19 GB,0.2,185,6,17,271,1000,2445MB,6,1,6,1,1,1,"$20,100 ",
1350,1,0.5,1,0,1,50 GB,0.8,181,8,4,369,544,2287MB,15,1,8,1,1,0,"$35,099 ",
1117,1,0.6,1,0,0,31 GB,0.2,146,2,7,1258,1627,2003MB,8,7,14,0,1,Yes,"14,049 MXN",
641,1,1.1,0,0,1,7000 MB,0.9,192,1,3,417,759,3595MB,7,5,19,1,1,yes,5100 USD,
1002,0,0.8,1,0,1,35GB,0.5,83,2,4,1345,1416,1726MB,16,5,19,1,0,1,"$37,000 ",
1408,1,2.1,1,10,0,45 GB,0.9,89,5,14,613,1088,3952MB,8,6,3,0,0,1,"USD 9,089",
1900,1,2,1,1,0,41 GB,0.5,190,8,6,912,1596,850MB,5,1,4,1,1,Yes,"50,049 MXN",
726,0,2.9,0,0,0,43 GB,0.1,101,8,0,666,760,1446MB,17,2,8,1,1,0,30000 MXN,
1544,0,2.3,0,12,1,45 MB,0.1,113,8,20,236,857,1300MB,8,7,18,1,1,0,EUR 7000,
1454,1,1.6,0,6,1,21000 MB,0.2,160,4,10,186,1100,719MB,14,10,10,1,1,yes,24000 MXN,
1230,1,2.2,1,6,0,26624 MB,0.8,123,5,7,416,676,988MB,11,5,9,0,1,1,"$5,100 ",
1552,0,1.2,0,10,1,54272 MB,0.3,180,8,18,430,658,2606MB,13,6,12,1,0,No,25000 MXN,
1519,0,2.1,0,0,0,32768 MB,0.7,200,1,10,168,1239,2912MB,11,10,15,1,1,0,"$7,089 ",
723,1,1.9,0,4,0,30 MB,0.3,102,1,7,1467,1901,2339MB,19,9,17,0,1,1,"USD 3,089",
1191,0,2.4,1,2,0,13 GB,0.9,169,1,7,179,1813,1028MB,14,6,8,1,1,yes,"$47,089 ",
1168,0,1.3,0,9,0,61 GB,0.1,90,8,10,159,1578,3173MB,9,4,17,0,0,Yes,"10,000 MXN",
1229,0,0.5,1,15,0,14 MB,0.8,191,2,16,120,1878,1667MB,17,6,17,0,0,1,EUR 32000,
1758,1,0.5,0,11,1,13000 MB,0.6,190,8,14,762,1864,1897MB,6,2,15,1,0,no,"USD 30,000",
1290,0,0.5,0,0,0,3 MB,0.1,143,6,4,600,1109,1214MB,9,8,15,0,1,Yes,"$3,089 ",
574,0,2.8,1,16,0,38 GB,0.1,90,6,17,286,1171,3269MB,8,7,10,0,1,0,"USD 11,099",
1271,1,0.5,0,12,0,32000 MB,0.1,113,7,15,1350,1949,445MB,15,14,14,0,0,1,"20,049 MXN",
1170,1,1.2,0,4,0,30720 MB,0.4,83,8,15,27,1722,1073MB,6,4,8,1,1,no,"$9,000 ",
1269,1,1.3,0,14,0,53248 MB,0.8,118,2,15,1597,1920,665MB,18,5,5,0,0,no,"USD 28,099",
1288,0,2.8,1,15,0,50 GB,0.1,121,2,20,1177,1809,3129MB,17,6,2,0,0,no,"9,099 pesos",
1366,1,0.7,1,0,1,34 GB,0.1,150,2,9,402,964,3501MB,13,11,3,1,0,no,"$36,000 ",
1572,1,0.8,1,7,1,8000 MB,0.8,169,5,8,577,1237,3461MB,6,3,10,1,1,1,"$38,049 ",
1627,0,0.9,1,9,1,32 GB,0.1,180,6,16,52,1082,3206MB,12,6,16,1,1,0,"$20,099 MXN",
1701,1,0.5,0,13,1,46000 MB,0.9,115,2,15,364,828,3717MB,11,0,10,1,1,0,"$41,089 ",
1900,1,0.5,1,0,1,55 GB,0.9,171,1,1,934,1241,3917MB,15,5,18,1,0,yes,"$38,099 ",
1974,0,1,0,4,0,24 GB,0.3,80,7,13,250,545,861MB,7,4,6,1,0,yes,"$44,000 ",
1197,1,0.5,1,9,0,20 GB,0.1,129,5,10,214,1710,2885MB,19,7,14,1,1,1,"$25,000 ",
587,1,2.3,1,4,0,6GB,0.7,170,1,16,612,1793,2777MB,9,2,14,1,1,0,36000 MXN,
934,0,1.1,0,7,0,24 GB,0.8,112,5,12,1111,1463,1017MB,12,7,9,0,0,yes,32000 MXN,
1195,0,2,1,1,1,23 GB,0.1,82,4,9,163,1100,980MB,13,9,17,1,0,no,"$25,089 MXN",
1853,1,1,0,2,0,23552 MB,0.4,92,1,15,202,1951,2775MB,14,4,17,1,0,0,24000 USD,
1164,0,1,0,4,1,19456 MB,0.9,95,8,18,729,1704,3309MB,15,3,3,1,0,1,"17,000 pesos",
1512,1,0.5,0,8,1,18000 MB,0.1,88,3,17,1079,1897,3607MB,12,10,6,1,1,Yes,"$49,089 ",
1232,0,2.9,1,1,1,24 GB,0.3,169,5,17,361,809,1257MB,16,10,16,1,0,no,"$4,090 ",
1813,1,0.6,1,0,1,5120 MB,0.2,198,3,8,338,1306,759MB,9,3,14,1,1,No,EUR 23000,
946,1,2.6,1,17,0,5GB,0.1,166,3,20,1698,1771,3720MB,15,7,4,0,1,no,"$46,099 ",
739,1,2.3,1,2,1,58000 MB,0.1,88,3,4,1052,1536,475MB,7,6,6,1,0,Yes,EUR 10000,
704,1,2.7,0,8,1,29000 MB,0.2,80,1,10,1108,1509,1122MB,9,3,10,1,1,1,"$4,089 ",
1663,1,0.5,0,0,0,40GB,0.6,147,4,15,951,1545,1336MB,8,5,15,1,0,No,"$4,049 MXN",
1966,1,1.4,1,2,0,40 MB,0.9,185,8,18,1197,1987,1185MB,11,2,20,0,1,0,"$22,090 ",
1219,0,1,1,0,0,17408 MB,0.7,196,5,4,473,1022,705MB,11,3,6,0,1,yes,"27,099 MXN",
612,1,0.7,0,6,0,35840 MB,0.6,181,5,12,1294,1337,3169MB,14,9,6,0,0,no,"4,049 MXN",
1658,1,1.4,0,0,1,39936 MB,0.7,182,1,5,410,522,3483MB,10,1,15,1,0,1,24000 USD,
1263,0,0.5,0,12,0,65536 MB,0.3,175,5,18,178,1883,1183MB,14,3,17,0,0,yes,19000 USD,
1395,1,2.8,0,0,1,56320 MB,0.6,118,3,1,782,1787,3373MB,11,2,16,1,1,no,EUR 29100,
621,1,2.7,1,0,0,54 GB,0.1,151,4,20,434,910,2801MB,6,1,5,1,1,1,"$26,089 ",
652,0,0.5,1,1,0,58 GB,0.6,142,3,2,464,781,565MB,18,12,9,0,0,1,33100 USD,
1175,0,0.6,0,10,0,25GB,0.1,145,2,12,137,1501,3153MB,9,4,12,1,0,No,"USD 35,089",
561,1,1,0,0,0,11000 MB,0.1,163,8,10,492,1176,3421MB,16,2,5,1,1,1,"USD 48,099",
1137,0,2.2,0,6,1,3 GB,0.9,173,5,7,1250,1285,316MB,15,14,17,1,0,0,"$29,000 ",
1835,1,2.3,0,4,1,11GB,0.1,193,7,13,385,583,448MB,18,17,14,1,0,no,"USD 20,089",
1170,0,2.9,1,2,0,40 MB,0.4,169,6,5,427,684,2366MB,16,8,2,1,1,1,"7,089 MXN",
1595,1,0.8,1,0,1,44 MB,0.7,85,4,20,1024,1838,3881MB,14,10,9,1,0,1,"21,099 pesos",
1719,1,2,0,0,0,12GB,0.3,122,8,7,240,904,462MB,6,3,5,0,0,no,"$47,099 ",
1770,0,2.3,1,0,0,7GB,0.8,128,7,6,886,1552,1480MB,6,1,17,1,0,no,46100 USD,
1312,0,0.5,1,0,1,28 MB,0.8,163,2,0,1233,1854,1087MB,17,16,14,1,0,0,30000 USD,
1878,0,1.5,1,5,1,57344 MB,0.3,139,5,13,183,559,2711MB,8,2,3,1,1,Yes,"41,099 MXN",
1871,1,2,0,7,1,20 GB,0.1,81,7,14,88,1682,2144MB,13,12,12,1,1,1,"USD 42,000",
922,0,1.5,1,1,1,35GB,0.9,188,7,15,1016,1383,1165MB,19,6,4,1,1,yes,44100 USD,
1975,1,1.5,0,6,1,16GB,0.9,128,8,11,80,655,2998MB,5,4,13,1,1,0,"$34,049 MXN",
1212,0,2.6,0,1,1,46 GB,0.3,102,4,8,611,1715,2249MB,14,3,4,1,1,yes,"$11,099 MXN",
1430,1,0.9,0,3,0,56 GB,0.1,179,3,5,569,906,752MB,17,8,17,0,0,yes,"$10,000 ",
1958,1,1.9,1,0,0,4000 MB,0.2,190,2,3,304,637,1409MB,16,5,3,0,0,no,43100 USD,
1836,1,2.1,1,0,1,30000 MB,0.2,184,7,15,276,1230,3072MB,7,3,5,1,1,no,"26,000 pesos",
557,1,1.6,0,0,0,24 GB,0.5,125,3,0,1131,1315,1305MB,12,8,3,1,0,1,11100 USD,
539,1,0.6,1,9,0,21000 MB,0.1,145,7,14,551,599,3597MB,14,5,9,0,0,No,"USD 25,099",
880,0,0.5,1,1,0,44GB,0.5,172,8,15,436,1302,3132MB,8,7,6,0,1,yes,"$38,000 ",
1369,1,1.8,1,6,0,34816 MB,0.5,162,1,7,553,727,3856MB,18,4,18,0,1,1,25100 USD,
1109,1,2.7,1,1,0,39 GB,0.4,98,1,9,1391,1787,1524MB,15,10,7,1,1,1,"$43,089 ",
843,0,1.8,1,0,0,16384 MB,0.1,166,5,6,981,1096,3673MB,12,1,20,1,0,yes,"$9,000 ",
598,0,2.3,1,7,0,21GB,0.7,196,2,10,680,1173,3293MB,8,4,7,1,0,Yes,"$33,100 ",
972,1,2.7,1,1,0,5 GB,1,126,4,2,687,816,3035MB,12,7,19,1,0,1,"9,089 MXN",
1944,1,0.5,0,5,1,36000 MB,0.1,197,6,18,1060,1970,584MB,17,14,13,1,1,no,"$47,099 ",
1225,0,0.7,1,0,1,2GB,0.6,138,7,1,217,1101,2675MB,12,11,15,1,1,0,EUR 41090,
644,1,1.3,1,7,1,30GB,0.5,114,1,16,1140,1654,2382MB,9,0,19,1,0,Yes,"$14,000 ",
1919,0,1.5,0,5,1,48GB,0.8,150,4,6,304,1191,1391MB,19,13,12,1,0,1,"$6,099 ",
501,0,2.3,0,12,1,54 GB,0.3,131,4,19,504,1089,2346MB,13,12,2,1,0,1,"USD 47,099",
1620,1,2.2,1,0,1,30GB,0.2,185,3,3,832,1033,606MB,6,0,18,1,0,0,45100 USD,
1227,1,1.1,1,0,0,34 GB,0.2,130,3,3,935,1781,1324MB,7,3,12,0,1,yes,"$47,000 ",
1359,1,0.5,1,1,1,59392 MB,0.5,107,6,3,446,901,1076MB,16,8,4,1,1,1,"36,089 MXN",
1914,0,0.7,0,1,0,35GB,0.6,118,8,2,942,1701,643MB,17,1,8,1,0,1,12000 USD,
1645,1,1.8,0,1,0,21000 MB,0.7,123,7,2,897,1308,783MB,10,8,20,1,0,no,"USD 34,049",
1063,1,1.1,0,0,1,26624 MB,0.8,101,5,2,1208,1232,3809MB,17,16,5,1,0,1,"$14,049 ",
946,0,2.1,0,0,1,19 GB,0.2,154,8,0,159,630,2104MB,7,4,16,1,1,0,33000 USD,
1231,0,1.2,1,5,0,54000 MB,0.8,185,3,10,632,1184,1762MB,5,3,6,1,1,0,EUR 37090,
1397,0,2.9,1,13,0,9 GB,0.5,87,6,18,1308,1991,3137MB,12,1,11,1,1,1,"37,049 pesos",
701,1,0.7,0,7,0,15000 MB,0.5,160,3,11,1002,1256,1756MB,6,3,17,1,1,yes,"7,000 MXN",
570,1,0.5,1,2,0,9216 MB,0.3,111,7,5,1331,1917,3663MB,14,10,14,0,0,no,"$27,100 ",
1993,1,0.5,0,10,1,27 MB,0.3,147,8,11,150,510,2437MB,14,0,9,1,0,no,"28,099 pesos",
955,0,0.5,1,4,0,44032 MB,0.9,143,5,8,1248,1511,1432MB,12,9,9,1,1,Yes,6000 USD,
924,0,0.5,1,0,1,47GB,0.3,167,8,6,108,1813,1620MB,17,15,12,1,0,0,EUR 43000,
600,0,0.5,0,0,0,14GB,0.8,112,5,2,320,747,1655MB,18,0,9,0,0,0,"$31,089 ",
518,0,0.8,1,0,0,3 GB,0.1,178,7,1,437,1947,2832MB,5,0,8,1,0,Yes,"$37,049 ",
1063,1,2.5,0,0,1,31 GB,0.9,95,6,10,295,935,961MB,16,6,5,1,1,0,"USD 29,000",
920,1,0.5,0,2,0,46000 MB,0.8,149,3,3,1058,1421,2608MB,6,0,2,0,0,yes,"35,049 MXN",
1715,0,1.9,0,4,1,3 GB,0.1,171,5,6,79,1652,514MB,7,4,13,1,0,no,12000 USD,
1841,1,1.3,1,6,0,14GB,0.6,167,8,8,593,672,2304MB,7,1,18,0,0,1,47000 USD,
543,1,0.5,1,4,1,60000 MB,0.7,132,5,7,693,1031,933MB,14,0,5,1,1,0,"USD 35,089",
1762,1,2.7,1,13,1,25 GB,0.9,189,1,14,300,527,1896MB,14,10,20,1,1,1,"$18,000 ",
1112,1,0.5,1,1,0,54272 MB,0.6,121,4,16,234,739,3655MB,7,3,20,1,1,no,"19,049 MXN",
709,1,2,1,0,0,35GB,0.1,136,1,0,1545,1596,1973MB,12,9,16,0,1,Yes,"$41,000 ",
1315,1,2.6,0,7,0,64 MB,0.8,128,7,16,59,575,3278MB,6,3,13,0,0,no,"43,049 pesos",
1762,1,2.5,0,10,1,15360 MB,0.3,107,8,11,1103,1364,2183MB,8,3,11,1,1,no,"$39,049 ",
1462,1,1.7,1,1,0,25 MB,0.2,182,7,18,91,1478,824MB,15,5,13,1,0,yes,"44,089 pesos",
571,0,1.6,1,8,0,35 GB,0.2,186,7,20,177,1282,2598MB,13,5,8,1,1,0,"USD 4,000",
666,1,0.5,1,7,1,54000 MB,0.4,81,3,13,58,1353,1254MB,15,9,9,1,1,1,"$4,089 ",
1994,0,1.5,1,2,1,7000 MB,0.5,146,8,7,447,1435,3622MB,7,0,20,1,0,Yes,"38,099 pesos",
1583,1,2.1,1,11,0,14000 MB,0.7,148,7,16,942,1651,1704MB,17,13,2,1,0,1,EUR 42000,
1778,0,1.4,1,3,1,45 MB,1,132,4,17,88,516,1624MB,15,13,9,1,1,0,"42,089 MXN",
1926,1,1.1,0,13,1,50 MB,0.2,179,6,17,371,1000,3809MB,17,12,17,1,1,0,32000 MXN,
966,1,0.6,0,9,1,51200 MB,0.2,117,4,10,1446,1754,2574MB,10,1,5,1,0,yes,"USD 21,099",
568,0,2,0,1,0,36 GB,0.3,179,3,4,181,1703,950MB,17,9,9,1,0,0,"$46,000 ",
1897,0,3,0,1,1,21000 MB,0.5,192,8,2,1311,1935,273MB,17,6,3,1,1,Yes,EUR 30100,
1695,0,0.5,1,6,1,47104 MB,0.7,200,3,9,1791,1898,446MB,16,13,15,1,1,Yes,31000 USD,
1623,1,1.2,0,6,1,62464 MB,0.9,120,7,12,1568,1832,1510MB,12,10,17,1,1,0,40000 USD,
914,1,0.5,0,0,1,26000 MB,0.7,147,4,0,706,721,1122MB,12,9,2,1,1,1,47100 USD,
1721,1,0.5,1,4,1,33 GB,0.5,128,4,5,871,1048,707MB,19,2,5,1,1,yes,27000 USD,
890,1,2.2,1,4,0,44 MB,0.5,198,8,13,1074,1873,751MB,7,3,3,0,0,no,34000 USD,
600,0,0.5,0,1,0,49152 MB,0.8,191,3,7,501,1465,3393MB,12,7,8,1,0,No,"USD 17,099",
1677,0,1.8,1,4,0,11264 MB,0.7,124,6,8,271,1477,3771MB,15,6,12,1,0,0,"$19,099 ",
723,0,0.5,0,0,1,3000 MB,0.2,168,4,3,920,1748,1851MB,15,3,16,1,0,0,"$11,000 MXN",
638,0,1.7,1,11,0,27648 MB,0.5,102,4,17,1171,1383,2735MB,7,2,9,1,1,0,"20,099 pesos",
852,0,1,1,4,1,62000 MB,0.7,104,7,13,293,1159,2253MB,17,4,7,1,1,no,"$28,049 ",
1979,1,1.6,1,0,0,32 GB,0.2,165,7,1,833,1630,452MB,13,6,14,0,1,no,"$22,089 ",
710,1,0.5,0,6,0,32768 MB,0.8,151,5,9,485,857,1419MB,12,11,18,0,1,no,EUR 50000,
1034,0,2.6,1,2,1,46080 MB,0.3,190,3,4,182,1293,969MB,15,1,7,1,0,no,EUR 34100,
600,0,2.5,1,8,1,22 MB,0.1,145,1,11,207,1162,3441MB,19,1,5,1,0,No,"$21,099 MXN",
1027,0,0.5,0,2,1,64 GB,0.9,103,2,7,1698,1747,3786MB,17,12,12,1,0,no,"$7,100 ",
1260,0,0.6,0,5,1,13312 MB,1,106,6,6,165,736,2710MB,13,1,8,1,1,no,"$31,049 ",
1793,0,1.8,1,10,0,12000 MB,0.5,169,6,17,1086,1418,3533MB,16,14,15,1,1,1,"$39,089 MXN",
675,0,2.3,0,10,0,61440 MB,0.9,144,5,15,192,757,1735MB,7,0,13,1,0,Yes,EUR 5090,
658,1,2.7,0,0,1,12288 MB,0.9,103,7,3,1156,1750,3587MB,14,11,20,1,0,no,"40,099 MXN",
1694,1,0.6,0,0,1,34000 MB,0.3,102,7,7,377,549,2298MB,17,5,2,1,1,0,"USD 36,000",
804,1,0.8,1,12,1,41984 MB,0.9,89,1,13,709,818,2027MB,11,5,11,1,0,0,"29,049 MXN",
