battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
775.0,1,2.6,0,5.6,0,30.0,0.4,189.0,7.0,10.0,561.0,1510.0,2.0,17.0,16.0,9.0,1,0,1,1.0
1899.0,1,0.6,0,5.6,0,32.3,0.1,151.0,2.0,10.4,96.0,814.0,2.0,13.0,11.0,4.0,1,0,1,12.1
930.0,1,1.3,1,1.0,1,14.0,0.4,97.0,6.0,10.0,77.0,1025.0,2.0,11.0,7.0,17.0,1,1,0,1.0
1058.0,0,1.5,0,2.0,0,19.0,0.4,166.0,4.0,14.0,493.0,1247.0,2.0,9.0,7.0,16.0,0,0,1,1.0
1187.0,1,2.2,0,5.6,1,46.0,0.4,145.0,2.0,9.0,1173.0,1814.0,3.0,13.0,11.0,8.0,1,0,1,12.1
1874.0,1,2.7,1,10.0,0,8.0,0.9,166.0,7.0,13.0,964.0,1233.0,1.0,8.0,1.0,2.0,0,0,1,49.0
1482.0,0,0.5,0,2.0,0,48.0,0.2,142.0,7.0,10.0,634.0,642.0,2.0,12.0,8.0,12.0,1,1,1,1.0
1809.0,1,1.7,0,3.0,1,60.0,0.1,174.0,3.0,4.0,639.0,721.0,2.0,10.0,6.0,16.0,1,0,1,2.0
864.0,1,3.0,1,5.6,1,55.0,0.7,187.0,2.0,1.0,127.0,1670.0,3.0,18.0,2.0,16.0,1,1,1,37.0
625.0,1,1.9,0,12.0,1,33.0,0.2,191.0,1.0,20.0,431.0,550.0,3.0,10.0,6.0,2.0,1,0,0,1.0
1880.0,1,1.8,0,4.0,1,18.0,0.7,138.0,3.0,5.0,71.0,699.0,3.0,17.0,15.0,7.0,1,0,0,41.0
1138.0,0,1.4,0,12.0,1,44.0,0.2,187.0,8.0,17.0,111.0,1138.0,3.0,19.0,3.0,3.0,1,0,0,1.0
560.0,0,0.5,0,14.0,0,23.0,1.0,146.0,8.0,15.0,356.0,1903.0,2.0,17.0,16.0,18.0,0,1,1,26.0
1117.0,0,0.5,0,1.0,0,12.0,0.6,144.0,7.0,8.0,798.0,817.0,2.0,7.0,6.0,16.0,1,1,0,52.0
1712.0,0,1.4,0,1.0,0,32.3,0.5,137.0,7.0,12.0,747.0,1126.0,3.0,16.0,1.0,19.0,1,0,0,12.1
1836.0,1,1.7,1,3.0,0,26.0,0.1,134.0,6.0,16.0,408.0,1139.0,3.0,5.0,6.3,18.0,0,1,0,18.0
1036.0,1,2.4,0,5.6,0,39.0,0.2,119.0,7.0,3.0,373.0,926.0,2.0,10.0,7.0,2.0,0,1,0,2.0
1860.0,1,2.3,0,15.0,0,23.0,0.6,162.0,4.0,16.0,1362.0,1506.0,3.0,9.0,2.0,8.0,0,1,0,12.1
1375.0,1,1.1,0,3.0,1,9.0,0.9,145.0,7.0,19.0,475.0,726.0,3.0,19.0,18.0,10.0,1,1,1,4.0
1945.0,0,1.6,1,5.6,1,57.0,0.3,195.0,4.0,1.0,743.0,1753.0,2.0,14.0,1.0,14.0,1,1,0,12.1
1896.0,0,0.5,1,8.0,1,7.0,0.4,141.0,2.0,13.0,447.0,794.0,3.0,9.0,7.0,18.0,1,0,0,1.0
788.0,0,2.5,1,4.0,1,57.0,0.9,91.0,8.0,12.0,42.0,1161.0,3.0,12.0,8.0,6.0,1,1,1,1.0
880.0,1,1.7,1,5.6,0,33.0,0.7,173.0,2.0,2.0,30.0,1350.0,1.0,12.0,1.0,7.0,1,1,0,1.0
1323.0,1,2.5,1,10.0,1,28.0,0.2,131.0,4.0,12.0,162.0,619.0,1.0,10.0,6.3,15.0,1,1,1,49.0
1868.0,0,2.0,1,5.6,1,42.0,0.2,169.0,1.0,4.0,347.0,660.0,3.0,8.0,3.0,7.0,1,1,1,2.0
1266.0,0,1.9,1,5.6,1,7.0,0.2,184.0,3.0,12.0,346.0,1468.0,2.0,10.0,5.0,4.0,1,1,1,12.1
1042.0,0,2.7,1,16.0,1,50.0,0.8,93.0,7.0,18.0,727.0,1705.0,3.0,18.0,6.3,20.0,1,1,1,1.0
1479.0,0,0.5,0,8.0,0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3.0,13.0,12.0,6.0,1,0,1,25.0
1476.0,1,1.2,1,5.6,1,56.0,0.1,171.0,4.0,5.0,1641.0,1666.0,1.0,13.0,8.0,3.0,1,0,1,1.0
1552.0,1,2.2,0,6.0,1,13.0,0.2,123.0,6.0,9.0,269.0,1026.0,2.0,9.0,2.0,9.0,1,1,1,1.0
1454.0,1,0.5,1,1.0,0,34.0,0.7,83.0,4.0,3.0,250.0,1033.0,3.0,7.0,5.0,5.0,1,1,0,9.0
1007.0,0,2.0,0,5.6,0,32.3,0.1,95.0,5.0,2.0,1186.0,1529.0,3.0,9.0,6.3,16.0,0,0,0,2.0
652.0,1,2.4,1,9.0,1,17.0,0.7,173.0,5.0,11.0,77.0,559.0,1.0,12.0,10.0,12.0,1,0,0,3.0
1504.0,0,1.5,0,12.0,1,34.0,0.7,142.0,8.0,15.0,507.0,973.0,2.0,7.0,2.0,7.0,1,0,1,12.1
1726.0,1,0.9,1,2.0,0,32.3,0.6,193.0,4.0,3.0,379.0,1223.0,2.0,13.0,9.0,13.0,1,0,1,12.1
1029.0,1,1.9,1,5.0,1,5.0,0.2,171.0,5.0,8.0,264.0,956.0,2.0,15.0,7.0,4.0,1,1,1,12.1
1582.0,0,2.8,0,2.0,1,44.0,0.5,112.0,6.0,13.0,1486.0,1797.0,3.0,17.0,10.0,10.0,1,1,1,1.0
1478.0,1,0.8,1,12.0,0,48.0,0.7,99.0,5.0,17.0,694.0,882.0,1.0,5.0,2.0,6.0,0,0,1,12.1
1178.0,1,1.3,0,5.6,0,50.0,0.6,101.0,5.0,10.4,579.0,596.0,2.0,6.0,3.0,17.0,0,0,0,12.1
707.0,0,2.1,1,2.0,0,25.0,0.8,131.0,3.0,17.0,495.0,574.0,3.0,9.0,2.0,7.0,1,0,1,12.1
755.0,1,2.8,0,5.0,1,51.0,0.3,186.0,4.0,12.0,315.0,990.0,2.0,10.0,1.0,16.0,1,0,1,12.1
912.0,1,2.0,0,1.0,0,55.0,0.3,161.0,8.0,5.0,329.0,1053.0,2.0,19.0,5.0,20.0,0,1,0,2.0
651.0,1,0.8,1,2.0,1,63.0,0.2,176.0,5.0,4.0,548.0,858.0,2.0,14.0,9.0,19.0,1,1,0,12.1
1483.0,0,2.1,0,1.0,1,55.0,0.2,176.0,7.0,2.0,531.0,758.0,1.0,15.0,13.0,2.0,1,1,0,12.1
914.0,1,0.9,0,2.0,0,4.0,0.8,100.0,2.0,12.0,191.0,1495.0,2.0,11.0,7.0,5.0,1,1,0,10.0
1456.0,1,0.5,1,7.0,0,7.0,0.4,105.0,5.0,12.0,823.0,1104.0,1.0,6.0,5.0,20.0,1,0,1,1.0
1178.0,0,2.2,1,6.0,0,57.0,0.3,84.0,3.0,17.0,96.0,1352.0,2.0,16.0,14.0,10.0,1,1,0,45.0
1503.0,1,0.7,0,10.0,1,43.0,0.2,166.0,4.0,14.0,841.0,1304.0,2.0,15.0,1.0,2.0,1,0,0,1.0
1681.0,1,2.5,0,2.0,0,11.0,0.4,158.0,2.0,13.0,195.0,1205.0,1.0,12.0,6.0,16.0,0,1,1,4.0
715.0,0,2.3,1,4.0,0,48.0,0.1,160.0,4.0,6.0,21.0,562.0,3.0,14.0,2.0,10.0,0,0,0,2.0
1876.0,0,2.8,1,3.0,1,57.0,0.4,182.0,3.0,4.0,235.0,585.0,3.0,12.0,2.0,18.0,1,0,0,1.0
1190.0,1,2.2,1,9.0,0,47.0,0.3,186.0,6.0,10.0,1417.0,1441.0,2.0,9.0,3.0,19.0,1,1,1,52.0
1755.0,1,1.3,0,5.6,1,24.0,0.1,134.0,7.0,2.0,286.0,1075.0,3.0,8.0,1.0,7.0,1,0,1,47.0
1197.0,0,1.3,0,3.0,1,20.0,0.5,149.0,6.0,7.0,649.0,1629.0,1.0,19.0,5.0,4.0,1,1,1,12.1
1048.0,1,0.9,0,10.0,1,28.0,0.8,194.0,2.0,19.0,966.0,1975.0,1.0,5.0,1.0,15.0,1,0,1,12.1
1887.0,1,3.0,1,6.0,1,32.3,0.2,126.0,8.0,7.0,1172.0,1798.0,3.0,18.0,16.0,16.0,1,1,0,1.0
1772.0,1,0.5,1,3.0,0,64.0,0.7,116.0,8.0,15.0,270.0,545.0,1.0,5.0,2.0,20.0,0,1,1,46.0
1421.0,0,2.8,0,5.6,1,57.0,0.4,165.0,1.0,2.0,781.0,1657.0,2.0,13.0,8.0,14.0,1,0,1,34.0
1464.0,0,0.5,1,5.6,1,32.3,0.7,153.0,6.0,8.0,418.0,1341.0,1.0,13.0,6.0,19.0,1,0,0,2.0
728.0,0,2.3,1,4.0,0,23.0,0.8,111.0,4.0,5.0,126.0,817.0,2.0,17.0,10.0,16.0,1,1,1,2.0
954.0,1,0.5,0,5.6,0,51.0,0.3,134.0,2.0,11.0,228.0,1058.0,2.0,17.0,6.3,2.0,1,0,0,1.0
685.0,0,0.5,1,8.0,1,13.0,0.8,82.0,7.0,15.0,1091.0,1203.0,3.0,15.0,7.0,2.0,1,1,1,1.0
1472.0,0,2.8,1,1.0,0,36.0,0.5,130.0,6.0,10.0,1452.0,1744.0,2.0,12.0,11.0,7.0,1,1,0,28.0
853.0,1,2.0,0,10.0,1,3.0,0.6,200.0,2.0,16.0,674.0,740.0,3.0,15.0,8.0,8.0,1,1,0,1.0
1469.0,0,2.1,0,5.6,0,8.0,0.7,123.0,7.0,10.4,398.0,1133.0,1.0,8.0,1.0,3.0,0,1,0,28.0
1310.0,1,2.3,1,6.0,0,57.0,0.9,135.0,8.0,9.0,449.0,889.0,1.0,16.0,6.3,8.0,0,0,0,6.0
1654.0,0,1.8,0,1.0,0,11.0,0.3,146.0,7.0,2.0,1184.0,1719.0,1.0,8.0,1.0,14.0,1,1,1,7.0
902.0,1,0.7,0,3.0,0,3.0,0.3,134.0,7.0,9.0,675.0,1285.0,3.0,12.0,11.0,15.0,0,0,1,2.0
1448.0,0,1.4,1,13.0,0,26.0,1.0,156.0,3.0,16.0,1792.0,1850.0,1.0,12.0,9.0,6.0,0,1,0,1.0
1631.0,0,0.9,1,2.0,1,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,2.0,13.0,5.0,13.0,1,0,0,37.0
1608.0,0,1.8,1,7.0,0,32.3,0.4,183.0,2.0,13.0,1013.0,1158.0,2.0,15.0,11.0,8.0,0,0,1,1.0
1991.0,1,2.7,0,5.0,1,64.0,0.9,145.0,2.0,13.0,1058.0,1325.0,1.0,5.0,3.0,8.0,1,1,0,2.0
1349.0,0,2.0,1,15.0,0,63.0,0.3,114.0,5.0,16.0,592.0,772.0,2.0,11.0,3.0,4.0,1,0,0,40.0
1589.0,0,2.5,0,5.0,1,52.0,0.8,195.0,1.0,18.0,810.0,1743.0,2.0,8.0,2.0,16.0,1,0,0,12.1
1844.0,1,2.3,1,1.0,0,32.3,0.7,158.0,8.0,3.0,533.0,882.0,1.0,5.0,1.0,14.0,0,1,1,2.0
712.0,1,0.5,1,3.0,1,35.0,0.2,84.0,2.0,10.0,558.0,1208.0,2.0,16.0,12.0,4.0,1,1,1,12.1
972.0,1,1.7,0,5.6,1,54.0,0.7,107.0,3.0,4.0,681.0,1050.0,1.0,16.0,8.0,19.0,1,0,1,1.0
1406.0,0,0.5,1,2.0,1,34.0,0.8,98.0,3.0,5.0,1017.0,1366.0,3.0,9.0,8.0,2.0,1,0,1,2.0
1289.0,0,0.9,0,10.0,1,25.0,1.0,178.0,6.0,12.0,765.0,899.0,1.0,6.0,2.0,11.0,1,1,0,1.0
932.0,0,1.3,0,1.0,0,32.3,0.7,154.0,7.0,2.0,1176.0,1224.0,3.0,8.0,7.0,9.0,1,1,1,2.0
1747.0,1,0.9,0,6.0,1,48.0,0.7,94.0,3.0,19.0,947.0,1131.0,2.0,17.0,2.0,19.0,1,1,0,12.1
1172.0,1,2.1,1,4.0,0,41.0,0.1,95.0,3.0,7.0,1314.0,1884.0,1.0,7.0,3.0,5.0,0,0,0,1.0
1128.0,1,1.4,0,12.0,0,53.0,0.4,84.0,5.0,14.0,609.0,1370.0,2.0,14.0,9.0,12.0,1,1,0,12.1
664.0,0,1.2,1,5.6,0,32.3,0.9,106.0,5.0,5.0,754.0,1497.0,2.0,17.0,15.0,19.0,1,1,0,44.0
513.0,1,0.5,0,6.0,1,44.0,0.1,186.0,4.0,12.0,619.0,867.0,1.0,5.0,1.0,9.0,1,1,0,11.0
1742.0,0,2.3,1,9.0,1,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2.0,12.0,3.0,10.0,1,0,1,2.0
1512.0,1,1.7,0,12.0,0,6.0,0.7,162.0,7.0,17.0,205.0,884.0,2.0,15.0,7.0,7.0,1,1,1,28.0
1986.0,0,0.5,1,3.0,1,51.0,0.1,165.0,8.0,20.0,282.0,1358.0,1.0,17.0,12.0,3.0,1,1,1,12.1
965.0,1,1.5,1,5.0,0,13.0,1.0,109.0,2.0,14.0,130.0,998.0,1.0,9.0,8.0,10.0,0,1,0,2.0
1067.0,1,2.4,1,3.0,1,40.0,0.6,122.0,8.0,15.0,494.0,1989.0,2.0,16.0,14.0,11.0,1,0,0,2.0
1583.0,1,1.6,0,5.0,1,43.0,0.8,118.0,3.0,10.0,275.0,862.0,3.0,14.0,10.0,9.0,1,0,0,12.1
1653.0,0,0.5,1,2.0,1,37.0,0.9,176.0,4.0,6.0,447.0,1785.0,3.0,19.0,4.0,18.0,1,1,1,12.1
1433.0,0,1.6,0,7.0,0,4.0,0.7,133.0,8.0,11.0,281.0,799.0,2.0,11.0,9.0,4.0,1,1,1,34.0
765.0,0,2.9,0,5.6,1,18.0,0.1,153.0,7.0,10.4,6.0,793.0,1.0,11.0,1.0,16.0,1,1,0,2.0
1845.0,1,0.5,1,10.0,0,61.0,0.3,96.0,1.0,12.0,292.0,695.0,1.0,9.0,5.0,6.0,0,0,0,1.0
752.0,0,0.5,1,1.0,0,49.0,0.7,87.0,7.0,13.0,164.0,728.0,3.0,7.0,5.0,16.0,0,0,0,12.1
1948.0,0,2.8,1,8.0,0,16.0,0.1,100.0,5.0,10.0,631.0,1940.0,3.0,9.0,7.0,17.0,0,1,0,12.1
1077.0,0,2.5,1,5.6,1,32.3,1.0,174.0,3.0,4.0,897.0,1304.0,1.0,6.0,2.0,6.0,1,1,0,1.0
932.0,1,0.5,0,1.0,1,60.0,0.7,104.0,4.0,2.0,268.0,1078.0,1.0,6.0,1.0,19.0,1,1,0,12.1
1968.0,0,0.9,0,5.6,0,22.0,0.8,115.0,3.0,7.0,861.0,1259.0,2.0,9.0,8.0,7.0,0,0,1,12.1
1122.0,0,1.2,0,9.0,0,2.0,0.6,120.0,4.0,14.0,331.0,790.0,3.0,11.0,2.0,13.0,1,1,1,1.0
1588.0,0,0.5,0,5.6,1,62.0,0.8,159.0,1.0,13.0,1064.0,1594.0,3.0,18.0,6.3,17.0,1,1,0,2.0
601.0,0,2.1,0,4.0,0,32.3,0.3,101.0,4.0,18.0,509.0,548.0,2.0,9.0,1.0,12.0,0,0,0,1.0
1615.0,0,0.5,0,14.0,0,15.0,0.1,132.0,4.0,16.0,622.0,1256.0,3.0,16.0,2.0,3.0,0,0,1,1.0
1589.0,1,2.2,1,2.0,0,59.0,0.1,128.0,4.0,4.0,957.0,1911.0,3.0,16.0,14.0,14.0,1,0,1,12.1
1417.0,1,2.7,0,2.0,1,57.0,0.9,114.0,6.0,4.0,494.0,1649.0,2.0,11.0,3.0,6.0,1,0,1,2.0
1697.0,1,0.7,0,1.0,1,34.0,0.1,95.0,1.0,3.0,236.0,1264.0,3.0,15.0,9.0,8.0,1,1,0,37.0
1330.0,1,1.3,1,14.0,0,3.0,0.3,83.0,5.0,17.0,980.0,1262.0,2.0,14.0,6.0,11.0,0,0,1,1.0
1476.0,0,0.5,0,5.6,1,44.0,0.7,148.0,2.0,2.0,1789.0,1972.0,3.0,15.0,10.0,6.0,1,0,1,3.0
1579.0,1,1.5,0,5.6,0,27.0,0.2,142.0,6.0,18.0,831.0,1484.0,1.0,16.0,4.0,10.0,1,1,1,1.0
1277.0,0,3.0,0,5.6,1,41.0,0.3,200.0,4.0,3.0,902.0,1090.0,2.0,9.0,4.0,14.0,1,1,1,1.0
1089.0,1,0.9,1,12.0,1,2.0,0.7,145.0,5.0,15.0,636.0,1259.0,2.0,13.0,12.0,10.0,1,0,1,12.1
1663.0,1,2.5,1,13.0,1,27.0,0.3,169.0,4.0,14.0,831.0,1439.0,2.0,7.0,1.0,18.0,1,0,0,1.0
1949.0,0,1.8,0,5.6,0,20.0,0.8,186.0,5.0,4.0,518.0,592.0,1.0,17.0,10.0,9.0,0,0,0,31.0
1138.0,0,1.1,0,5.0,1,49.0,0.6,109.0,3.0,14.0,233.0,1777.0,2.0,6.0,6.3,18.0,1,1,1,1.0
685.0,0,2.7,0,7.0,0,32.3,0.3,174.0,6.0,20.0,725.0,870.0,1.0,8.0,6.3,18.0,1,0,1,1.0
1889.0,0,2.8,0,5.0,1,31.0,1.0,132.0,1.0,10.0,170.0,1106.0,3.0,5.0,1.0,3.0,1,1,1,12.1
857.0,1,2.0,1,3.0,0,17.0,0.2,195.0,7.0,9.0,157.0,948.0,3.0,17.0,5.0,13.0,1,1,0,2.0
1902.0,0,2.8,1,6.0,0,50.0,0.8,124.0,8.0,9.0,1142.0,1393.0,2.0,11.0,8.0,18.0,0,1,0,23.0
1225.0,1,2.4,0,5.6,0,15.0,0.1,155.0,5.0,10.4,840.0,982.0,1.0,16.0,8.0,15.0,1,1,0,1.0
1066.0,0,1.6,0,5.0,0,39.0,0.6,131.0,5.0,17.0,401.0,1586.0,2.0,6.0,6.3,17.0,1,1,1,34.0
1554.0,1,0.5,1,11.0,0,5.0,1.0,124.0,3.0,12.0,395.0,1579.0,3.0,7.0,4.0,18.0,0,0,0,1.0
1337.0,0,0.5,0,13.0,0,32.3,0.8,186.0,2.0,20.0,48.0,644.0,2.0,7.0,4.0,16.0,1,0,1,12.1
1926.0,1,1.7,1,1.0,1,33.0,0.4,172.0,3.0,2.0,982.0,1157.0,2.0,6.0,1.0,14.0,1,0,0,12.1
869.0,0,1.3,1,3.0,0,34.0,0.1,104.0,2.0,4.0,478.0,539.0,3.0,13.0,3.0,11.0,1,0,0,12.1
1278.0,1,0.5,1,1.0,0,54.0,0.1,104.0,8.0,16.0,581.0,750.0,1.0,7.0,1.0,20.0,0,0,1,48.0
1773.0,1,2.5,0,16.0,1,32.0,0.6,170.0,6.0,18.0,1215.0,1472.0,3.0,17.0,6.0,13.0,1,0,1,2.0
1661.0,1,0.8,1,1.0,1,6.0,1.0,109.0,7.0,2.0,594.0,1337.0,2.0,9.0,8.0,2.0,1,0,1,43.0
1438.0,0,2.2,0,5.6,1,32.3,0.6,176.0,7.0,6.0,683.0,1663.0,2.0,19.0,13.0,9.0,1,1,1,11.0
1661.0,1,1.4,0,5.6,0,29.0,0.3,119.0,2.0,10.4,536.0,861.0,2.0,9.0,2.0,9.0,1,1,1,1.0
1846.0,1,0.6,0,1.0,0,19.0,0.7,159.0,1.0,2.0,83.0,773.0,1.0,15.0,6.0,11.0,0,1,1,19.0
1260.0,1,2.0,1,2.0,1,23.0,0.2,123.0,7.0,10.0,905.0,1313.0,2.0,12.0,11.0,10.0,1,0,1,1.0
512.0,1,0.5,1,7.0,0,15.0,0.9,83.0,3.0,15.0,249.0,1849.0,2.0,18.0,14.0,15.0,0,1,1,1.0
581.0,0,2.2,0,5.6,0,32.3,0.7,185.0,5.0,6.0,803.0,1613.0,2.0,19.0,17.0,9.0,0,0,1,12.1
1872.0,1,2.3,0,6.0,0,32.3,0.7,134.0,3.0,15.0,459.0,1259.0,1.0,9.0,4.0,15.0,1,0,1,12.1
687.0,1,1.3,0,9.0,1,32.3,0.6,151.0,4.0,20.0,584.0,1151.0,3.0,14.0,6.0,8.0,1,1,0,46.0
1062.0,1,2.5,1,6.0,0,32.3,0.9,160.0,1.0,13.0,1596.0,1807.0,3.0,7.0,3.0,16.0,0,0,1,45.0
1678.0,1,2.3,1,11.0,0,32.3,0.5,192.0,1.0,14.0,418.0,1763.0,2.0,5.0,3.0,19.0,1,0,0,38.0
1417.0,1,0.5,0,10.0,1,46.0,0.9,166.0,4.0,19.0,364.0,1029.0,2.0,13.0,9.0,12.0,1,0,1,2.0
1074.0,0,2.4,1,2.0,1,9.0,0.9,103.0,6.0,14.0,946.0,952.0,1.0,13.0,1.0,18.0,1,1,1,12.0
1832.0,0,0.7,0,2.0,0,32.3,0.6,90.0,7.0,6.0,186.0,654.0,2.0,18.0,7.0,18.0,0,0,0,8.0
1039.0,0,1.3,0,5.6,1,12.0,0.8,200.0,8.0,10.4,1428.0,1827.0,1.0,7.0,1.0,10.0,1,1,1,1.0
1059.0,0,2.4,0,8.0,0,62.0,0.1,134.0,3.0,18.0,1613.0,1916.0,3.0,15.0,13.0,11.0,1,1,0,19.0
1606.0,0,1.4,0,3.0,0,57.0,0.1,154.0,4.0,4.0,1127.0,1924.0,3.0,13.0,8.0,20.0,0,0,1,35.0
1928.0,1,1.8,0,9.0,1,19.0,1.0,187.0,3.0,20.0,691.0,1580.0,3.0,7.0,2.0,13.0,1,1,1,1.0
1875.0,1,0.5,1,11.0,1,55.0,0.7,91.0,1.0,17.0,1802.0,1942.0,2.0,7.0,2.0,6.0,1,0,1,1.0
1128.0,1,1.1,0,9.0,1,32.3,0.9,135.0,8.0,10.0,751.0,1582.0,1.0,5.0,6.3,11.0,1,0,0,5.0
1748.0,0,1.7,1,6.0,1,14.0,0.5,146.0,3.0,7.0,859.0,1234.0,3.0,16.0,12.0,3.0,1,0,1,1.0
1413.0,0,0.5,1,5.0,0,52.0,0.3,117.0,5.0,11.0,187.0,517.0,3.0,16.0,5.0,2.0,0,0,0,2.0
825.0,0,0.5,1,5.6,1,23.0,0.1,86.0,2.0,10.4,206.0,1917.0,3.0,8.0,6.0,2.0,1,0,1,18.0
1589.0,1,1.4,0,3.0,1,26.0,0.1,100.0,8.0,16.0,1673.0,1759.0,3.0,16.0,8.0,18.0,1,0,1,7.0
535.0,1,0.5,1,8.0,1,54.0,0.5,145.0,8.0,15.0,710.0,939.0,2.0,14.0,8.0,10.0,1,0,0,1.0
1780.0,1,0.5,0,6.0,0,27.0,0.1,190.0,4.0,11.0,1331.0,1463.0,2.0,19.0,17.0,14.0,1,1,1,2.0
1671.0,0,0.6,1,7.0,1,61.0,0.1,129.0,2.0,11.0,263.0,848.0,2.0,10.0,4.0,7.0,1,0,0,37.0
1821.0,0,0.9,0,9.0,1,12.0,0.3,114.0,1.0,18.0,97.0,1803.0,2.0,7.0,4.0,6.0,1,1,1,12.1
1076.0,1,2.6,0,3.0,1,38.0,0.7,119.0,6.0,8.0,129.0,915.0,2.0,18.0,3.0,9.0,1,1,0,1.0
532.0,1,0.8,1,3.0,0,32.3,0.1,193.0,5.0,10.0,1213.0,1354.0,2.0,13.0,5.0,8.0,1,1,0,1.0
777.0,1,2.6,0,3.0,0,32.3,0.9,148.0,5.0,17.0,189.0,1143.0,3.0,14.0,10.0,7.0,1,0,0,17.0
1217.0,1,0.5,0,3.0,0,32.3,0.5,182.0,4.0,13.0,628.0,632.0,1.0,7.0,3.0,9.0,1,0,1,12.1
1656.0,1,1.6,1,5.6,0,32.3,1.0,117.0,7.0,2.0,320.0,899.0,2.0,14.0,3.0,20.0,1,1,1,12.1
1185.0,0,1.9,0,5.6,0,31.0,0.4,152.0,8.0,7.0,837.0,1642.0,2.0,16.0,2.0,3.0,1,1,1,8.0
577.0,0,2.4,0,8.0,1,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,2.0,11.0,7.0,19.0,1,1,1,2.0
737.0,1,2.4,1,7.0,0,49.0,0.6,193.0,4.0,16.0,781.0,1463.0,2.0,7.0,6.3,10.0,0,1,0,1.0
704.0,0,2.2,1,4.0,0,53.0,0.2,186.0,6.0,6.0,251.0,1013.0,3.0,7.0,1.0,15.0,1,1,1,15.0
525.0,1,0.5,1,5.0,0,52.0,0.5,137.0,8.0,11.0,262.0,1587.0,1.0,18.0,3.0,12.0,0,1,0,4.0
504.0,1,0.5,1,5.0,0,16.0,0.1,166.0,1.0,9.0,767.0,1665.0,2.0,17.0,15.0,15.0,1,0,1,52.0
793.0,0,1.2,1,1.0,1,38.0,0.6,176.0,4.0,7.0,1226.0,1815.0,3.0,6.0,1.0,12.0,1,1,1,47.0
569.0,0,0.6,1,2.0,0,39.0,0.1,184.0,8.0,9.0,389.0,739.0,2.0,7.0,6.0,7.0,1,0,1,12.1
1590.0,0,1.9,1,3.0,1,21.0,1.0,160.0,5.0,18.0,920.0,963.0,1.0,11.0,4.0,4.0,1,0,1,32.0
707.0,0,0.5,0,5.6,1,16.0,0.1,194.0,2.0,10.4,1027.0,1508.0,1.0,17.0,14.0,12.0,1,1,1,52.0
767.0,0,1.9,0,16.0,1,19.0,0.2,185.0,6.0,17.0,271.0,1000.0,2.0,6.0,1.0,6.0,1,1,1,1.0
1350.0,1,0.5,1,5.6,1,50.0,0.8,181.0,8.0,4.0,369.0,544.0,2.0,15.0,1.0,8.0,1,1,0,1.0
1117.0,1,0.6,1,5.6,0,31.0,0.2,146.0,2.0,7.0,1258.0,1627.0,2.0,8.0,7.0,14.0,0,1,1,12.1
641.0,1,1.1,0,5.6,1,7.0,0.9,192.0,1.0,3.0,417.0,759.0,3.0,7.0,5.0,19.0,1,1,1,5.0
1002.0,0,0.8,1,5.6,1,35.0,0.5,83.0,2.0,4.0,1345.0,1416.0,1.0,16.0,5.0,19.0,1,0,1,1.0
1408.0,1,2.1,1,10.0,0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3.0,8.0,6.0,3.0,0,0,1,9.0
1900.0,1,2.0,1,1.0,0,41.0,0.5,190.0,8.0,6.0,912.0,1596.0,2.0,5.0,1.0,4.0,1,1,1,2.0
726.0,0,2.9,0,5.6,0,43.0,0.1,101.0,8.0,10.4,666.0,760.0,1.0,17.0,2.0,8.0,1,1,0,1.0
1544.0,0,2.3,0,12.0,1,32.3,0.1,113.0,8.0,20.0,236.0,857.0,1.0,8.0,7.0,18.0,1,1,0,8.0
1454.0,1,1.6,0,6.0,1,21.0,0.2,160.0,4.0,10.0,186.0,1100.0,2.0,14.0,10.0,10.0,1,1,1,1.0
1230.0,1,2.2,1,6.0,0,26.0,0.8,123.0,5.0,7.0,416.0,676.0,2.0,11.0,5.0,9.0,0,1,1,12.1
1552.0,0,1.2,0,10.0,1,54.0,0.3,180.0,8.0,18.0,430.0,658.0,2.0,13.0,6.0,12.0,1,0,0,1.0
1519.0,0,2.1,0,5.6,0,32.0,0.7,200.0,1.0,10.0,168.0,1239.0,2.0,11.0,10.0,15.0,1,1,0,12.1
723.0,1,1.9,0,4.0,0,32.3,0.3,102.0,1.0,7.0,1467.0,1901.0,2.0,19.0,9.0,17.0,0,1,1,3.0
1191.0,0,2.4,1,2.0,0,13.0,0.9,169.0,1.0,7.0,179.0,1813.0,1.0,14.0,6.0,8.0,1,1,1,2.0
1168.0,0,1.3,0,9.0,0,61.0,0.1,90.0,8.0,10.0,159.0,1578.0,3.0,9.0,4.0,17.0,0,0,1,12.1
1229.0,0,0.5,1,15.0,0,32.3,0.8,191.0,2.0,16.0,120.0,1878.0,1.0,17.0,6.0,17.0,0,0,1,37.0
1758.0,1,0.5,0,11.0,1,13.0,0.6,190.0,8.0,14.0,762.0,1864.0,1.0,6.0,2.0,15.0,1,0,0,30.0
1290.0,0,0.5,0,5.6,0,32.3,0.1,143.0,6.0,4.0,600.0,1109.0,1.0,9.0,8.0,15.0,0,1,1,12.1
